"Year","Newspaper","Art_form","Artist_origin","Artist_time","Format","Aesthetic","Commercial","Political"
"2000","HS","Literature","Other Europe","Present","Recording","No","Yes","No"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Classical music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Literature","USA","Present","Recording","Yes","No","No"
"2010","HS","Film","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Fine arts","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Post WW2","Live","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","Yes"
"2010","HS","Other","Domestic","Present","Live","Yes","No","Yes"
"2010","HS","Film","USA","Present","Recording","Yes","No","No"
"2010","HS","Fine arts","Other","Present","Live","Yes","No","Yes"
"2010","HS","Fine arts","Other Europe","Post WW2","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","No","No","No"
"2010","HS","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Theatre","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","HS","Fine arts","Other Europe","Post WW2","Live","Yes","Yes","Yes"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","TV","USA","Present","Recording","Yes","No","Yes"
"2010","HS","TV","USA","Post WW2","Recording","No","No","No"
"2010","HS","Popular music","Domestic","Pre WW2","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","HS","Literature","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Film","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Literature","Other","Present","Recording","No","No","Yes"
"2010","HS","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","HS","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","Yes","No","No"
"2010","HS","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","No","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","HS","Literature","Other Europe","Pre WW2","Recording","Yes","No","No"
"2010","HS","Fine arts","Domestic","Pre WW2","Live","Yes","No","No"
"2010","HS","Film","Other","Present","Live","No","Yes","Yes"
"2010","HS","Other","Other","Present","Live","No","No","No"
"2010","HS","Theatre","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Film","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","HS","Classical music","USA","Pre WW2","Live","Yes","No","No"
"2010","HS","Other","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Popular music","Domestic","Post WW2","Recording","Yes","No","No"
"2010","HS","Classical music","Other","Present","Recording","No","Yes","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","HS","Film","Other","Present","Live","No","No","Yes"
"2010","HS","Other","USA","Present","Live","No","Yes","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","Yes","No"
"2010","HS","Other","Other Europe","Present","Live","No","Yes","Yes"
"2010","HS","Other","Other Europe","Present","Recording","Yes","No","Yes"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","HS","TV","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Literature","Domestic","Post WW2","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Fine arts","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Fine arts","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Recording","No","No","Yes"
"2010","HS","Classical music","USA","Post WW2","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","Yes","No","No"
"2010","HS","Film","Other Europe","Present","Recording","Yes","No","Yes"
"2010","HS","Film","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Film","USA","Present","Recording","Yes","No","No"
"2010","HS","Film","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","Film","USA","Present","Recording","Yes","No","Yes"
"2010","HS","TV","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Live","No","Yes","No"
"2010","HS","Popular music","Other","Present","Recording","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Popular music","Other","Present","Live","No","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","No","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","Film","Domestic","Post WW2","Recording","No","No","No"
"2010","HS","TV","USA","Post WW2","Recording","No","No","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","TV","Other Europe","Present","Live","No","Yes","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","TV","Domestic","Present","Recording","Yes","No","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","TV","Other Europe","Post WW2","Recording","No","No","No"
"2010","HS","TV","Other Europe","Present","Recording","No","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","Film","Other","Present","Recording","No","No","Yes"
"2010","HS","TV","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","Yes","No","Yes"
"2010","HS","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Classical music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Fine arts","Other Europe","Historical","Live","Yes","No","Yes"
"2010","HS","Theatre","Domestic","Post WW2","Live","No","No","No"
"2010","HS","Popular music","Other","Present","Live","No","No","No"
"2010","HS","Literature","Domestic","Present","Recording","No","No","No"
"2010","HS","Film","Domestic","Post WW2","Recording","No","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Other","Pre WW2","Live","Yes","No","No"
"2010","HS","Other","Other","Historical","Live","Yes","No","No"
"2010","HS","Literature","USA","Present","Recording","Yes","No","Yes"
"2010","HS","Other","Domestic","Present","Live","Yes","No","No"
"2010","HS","Other","Domestic","Historical","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Pre WW2","Recording","Yes","No","No"
"2010","HS","Classical music","Other","Pre WW2","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","HS","Fine arts","Domestic","Present","Live","No","No","No"
"2010","HS","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Popular music","Other Europe","Present","Live","No","No","No"
"2010","HS","Film","Other Europe","Present","Recording","Yes","Yes","No"
"2010","HS","Fine arts","Other","Post WW2","Live","No","No","Yes"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","Yes"
"2010","HS","Other","Domestic","Present","Live","Yes","No","No"
"2010","HS","Fine arts","Domestic","Present","Live","No","Yes","Yes"
"2010","HS","Popular music","Domestic","Present","Live","No","Yes","No"
"2010","HS","Classical music","Other Europe","Post WW2","Live","Yes","No","No"
"2010","HS","Classical music","Other","Present","Live","Yes","No","No"
"2010","HS","Popular music","Domestic","Post WW2","Recording","Yes","Yes","No"
"2010","HS","Classical music","Domestic","Pre WW2","Live","Yes","No","No"
"2010","HS","Literature","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","USA","Present","Recording","No","No","Yes"
"2010","HS","Other","USA","Present","Live","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","USA","Present","Recording","Yes","No","No"
"2010","HS","Film","Other","Present","Live","Yes","Yes","Yes"
"2010","HS","Film","Other Europe","Present","Live","Yes","No","Yes"
"2010","HS","Theatre","Other Europe","Post WW2","Live","Yes","No","Yes"
"2010","HS","Popular music","USA","Present","Live","No","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","No","No","No"
"2010","HS","Theatre","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","HS","Popular music","Other","Present","Live","Yes","Yes","No"
"2010","HS","Classical music","Domestic","Pre WW2","Live","Yes","No","No"
"2010","HS","Classical music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","No","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","No","Yes","Yes"
"2010","HS","Classical music","Other Europe","Post WW2","Live","No","Yes","No"
"2010","HS","Other","Domestic","Present","Live","No","No","No"
"2010","HS","Popular music","USA","Present","Live","No","Yes","Yes"
"2010","HS","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","HS","Literature","Other Europe","Present","Recording","No","Yes","No"
"2010","HS","Literature","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Popular music","Other","Post WW2","Recording","No","Yes","Yes"
"2010","HS","Film","Domestic","Present","Recording","Yes","No","Yes"
"2010","HS","Film","USA","Present","Recording","Yes","No","Yes"
"2010","HS","Film","USA","Present","Live","No","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","Yes","Yes","No"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","No","Yes","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","No","Yes","No"
"2010","HS","TV","Other Europe","Present","Recording","No","No","No"
"2010","HS","Film","Other Europe","Post WW2","Recording","No","Yes","No"
"2010","HS","TV","Other","Pre WW2","Recording","No","Yes","No"
"2010","HS","Film","Other Europe","Post WW2","Recording","No","No","No"
"2010","HS","TV","Other","Present","Recording","Yes","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","Film","Other Europe","Present","Recording","No","No","Yes"
"2010","HS","TV","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","TV","USA","Post WW2","Recording","Yes","No","No"
"2010","HS","TV","Other Europe","Present","Recording","No","No","No"
"2010","HS","TV","USA","Present","Recording","Yes","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","Film","Other Europe","Pre WW2","Recording","Yes","No","No"
"2010","HS","TV","USA","Post WW2","Recording","No","No","Yes"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","HS","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","HS","Literature","Other Europe","Post WW2","Recording","Yes","Yes","Yes"
"2010","HS","Popular music","Domestic","Present","Live","No","No","No"
"2010","HS","Literature","Domestic","Present","Recording","No","No","Yes"
"2010","HS","Popular music","Other","Present","Live","Yes","Yes","No"
"2010","HS","Classical music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Fine arts","Other Europe","Present","Live","Yes","No","Yes"
"2010","HS","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Popular music","Other","Present","Live","Yes","Yes","No"
"2010","HS","Literature","Domestic","Present","Recording","No","No","No"
"2010","HS","Fine arts","Domestic","Present","Live","Yes","No","No"
"2010","HS","Popular music","Other","Present","Recording","Yes","No","No"
"2010","HS","Literature","Other","Post WW2","Recording","No","No","Yes"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Film","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Literature","Other Europe","Historical","Recording","Yes","No","Yes"
"2010","HS","Literature","USA","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Classical music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Other","USA","Present","Live","No","Yes","Yes"
"2010","HS","Film","USA","Present","Recording","No","No","No"
"2010","HS","Popular music","USA","Present","Live","No","No","No"
"2010","HS","Film","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Pre WW2","Recording","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","No","Yes","No"
"2010","HS","Other","Other Europe","Present","Recording","No","No","Yes"
"2010","HS","Literature","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Fine arts","Domestic","Present","Live","No","No","No"
"2010","HS","Literature","USA","Present","Recording","Yes","Yes","No"
"2010","HS","Literature","Other Europe","Present","Recording","No","No","Yes"
"2010","HS","Theatre","Domestic","Present","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Classical music","Domestic","Pre WW2","Live","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","Yes","Yes","No"
"2010","HS","Popular music","USA","Pre WW2","Recording","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Other","Pre WW2","Recording","Yes","No","No"
"2010","HS","Popular music","Other","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","Literature","Other Europe","Present","Recording","No","Yes","Yes"
"2010","HS","Film","Domestic","Present","Recording","No","No","No"
"2010","HS","Other","Domestic","Present","Live","No","No","No"
"2010","HS","Literature","USA","Post WW2","Recording","Yes","No","No"
"2010","HS","Literature","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","Theatre","USA","Post WW2","Live","Yes","No","No"
"2010","HS","Fine arts","Other","Present","Live","Yes","No","No"
"2010","HS","Film","Domestic","Present","Recording","No","Yes","Yes"
"2010","HS","Fine arts","Other Europe","Present","Live","No","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","Yes","No"
"2010","HS","Popular music","Other","Present","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","Yes","No","No"
"2010","HS","Other","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Classical music","Other","Pre WW2","Live","Yes","No","No"
"2010","HS","Other","Other","Pre WW2","Live","Yes","No","No"
"2010","HS","Theatre","Domestic","Present","Live","Yes","No","Yes"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","TV","Domestic","Present","Live","No","No","No"
"2010","HS","TV","Domestic","Present","Live","No","No","Yes"
"2010","HS","Other","Domestic","Present","Recording","No","No","No"
"2010","HS","Other","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Other","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Other","Domestic","Present","Recording","No","No","Yes"
"2010","HS","Popular music","Domestic","Post WW2","Recording","No","No","No"
"2010","HS","Other","Domestic","Present","Live","No","No","No"
"2010","HS","Film","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","Film","USA","Present","Recording","Yes","No","Yes"
"2010","HS","Film","USA","Present","Recording","Yes","No","No"
"2010","HS","Film","USA","Present","Recording","Yes","No","No"
"2010","HS","Film","Other Europe","Post WW2","Recording","Yes","No","Yes"
"2010","HS","Popular music","USA","Present","Live","No","No","Yes"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","Yes","No"
"2010","HS","Popular music","USA","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Post WW2","Recording","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","Yes","No","No"
"2010","HS","Other","Other","Present","Live","No","Yes","No"
"2010","HS","Theatre","USA","Present","Live","No","No","No"
"2010","HS","Literature","USA","Present","Recording","No","No","Yes"
"2010","HS","Literature","Domestic","Present","Recording","No","No","No"
"2010","HS","Other","Domestic","Present","Recording","No","No","No"
"2010","HS","Popular music","Domestic","Present","Live","No","No","No"
"2010","HS","Popular music","Domestic","Present","Live","Yes","No","No"
"2010","HS","TV","USA","Present","Recording","No","No","No"
"2010","HS","TV","Other","Present","Recording","Yes","No","No"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","TV","Other Europe","Present","Recording","No","No","No"
"2010","HS","Popular music","Other","Post WW2","Recording","Yes","Yes","No"
"2010","HS","Film","USA","Present","Recording","No","No","No"
"2010","HS","TV","Domestic","Present","Live","No","Yes","No"
"2010","HS","TV","Domestic","Present","Recording","Yes","No","No"
"2010","HS","TV","USA","Present","Recording","No","Yes","No"
"2010","HS","TV","Other Europe","Present","Recording","Yes","No","No"
"2010","HS","TV","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Film","USA","Present","Recording","No","No","Yes"
"2010","HS","TV","Domestic","Present","Recording","No","No","No"
"2010","HS","Literature","Other","Present","Recording","Yes","No","Yes"
"2010","HS","Literature","Other Europe","Present","Recording","Yes","No","Yes"
"2010","HS","Film","Other","Present","Recording","No","No","No"
"2010","HS","Popular music","Other Europe","Post WW2","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Popular music","Other Europe","Present","Live","No","No","Yes"
"2010","HS","Theatre","Other Europe","Present","Live","Yes","Yes","Yes"
"2010","HS","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"2010","HS","Classical music","Domestic","Present","Live","Yes","No","No"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Popular music","USA","Post WW2","Live","Yes","No","Yes"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","Yes","Yes"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Other Europe","Historical","Recording","No","No","No"
"2010","HS","Fine arts","Other","Present","Live","Yes","No","No"
"2010","HS","Other","Domestic","Present","Live","No","No","No"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Classical music","Other Europe","Historical","Live","Yes","No","No"
"2010","HS","Other","Other","Pre WW2","Live","Yes","No","No"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Theatre","Other","Pre WW2","Live","Yes","No","Yes"
"2010","HS","Classical music","USA","Post WW2","Recording","Yes","Yes","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Literature","USA","Pre WW2","Recording","Yes","No","Yes"
"2010","HS","Popular music","Other Europe","Post WW2","Recording","No","Yes","No"
"2010","HS","Popular music","Domestic","Present","Live","No","No","No"
"2010","HS","Literature","Domestic","Present","Recording","No","Yes","No"
"2010","HS","Film","Domestic","Present","Recording","Yes","No","Yes"
"2010","HS","Popular music","USA","Present","Live","Yes","No","No"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","No","No"
"2010","HS","Classical music","Domestic","Pre WW2","Live","No","Yes","Yes"
"2010","HS","Popular music","Domestic","Present","Recording","Yes","Yes","No"
"2010","HS","Literature","Other Europe","Present","Recording","Yes","No","Yes"
"2010","HS","Classical music","USA","Present","Recording","Yes","No","No"
"2010","HS","Literature","USA","Post WW2","Recording","No","Yes","No"
"2010","HS","Literature","Other Europe","Present","Recording","Yes","No","Yes"
"2010","HS","Popular music","USA","Post WW2","Live","Yes","No","No"
"2010","HS","Literature","USA","Post WW2","Recording","No","No","Yes"
"1960","LM","Classical music","Domestic","Pre WW2","Live","Yes","No","No"
"1960","LM","Classical music","Other Europe","Historical","Live","No","No","No"
"1960","LM","Fine arts","Domestic","Pre WW2","Live","Yes","No","No"
"1960","LM","Fine arts","Other Europe","Present","Live","Yes","No","No"
"1960","LM","Fine arts","Domestic","Present","Live","Yes","No","No"
"1960","LM","Classical music","Domestic","Present","Live","Yes","No","No"
"1960","LM","Film","Domestic","Present","Recording","No","No","Yes"
"1960","LM","Classical music","Domestic","Historical","Live","No","No","No"
"1960","LM","Other","Domestic","Present","Live","Yes","No","No"
"1960","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1960","LM","Literature","Domestic","Present","Recording","No","No","Yes"
"1960","LM","Theatre","Domestic","Historical","Live","Yes","No","No"
"1960","LM","Film","Domestic","Present","Recording","Yes","No","No"
"1960","LM","Classical music","Domestic","Present","Live","No","No","No"
"1960","LM","Film","USA","Present","Recording","No","No","No"
"1960","LM","Theatre","Other Europe","Historical","Live","No","No","No"
"1960","LM","Classical music","Other","Present","Live","Yes","No","No"
"1960","LM","Literature","Other Europe","Present","Recording","Yes","No","No"
"1960","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1960","LM","Theatre","Domestic","Present","Live","Yes","Yes","No"
"1960","LM","Film","Domestic","Present","Recording","No","No","Yes"
"1960","LM","Theatre","Other","Present","Live","Yes","No","No"
"1960","LM","Classical music","Domestic","Present","Live","No","No","No"
"1960","LM","Film","Domestic","Present","Recording","No","No","No"
"1960","LM","Theatre","Other Europe","Historical","Live","No","No","No"
"1960","LM","Other","Other Europe","Present","Live","Yes","No","No"
"1960","LM","Theatre","Domestic","Present","Live","Yes","No","No"
"1960","LM","Fine arts","Domestic","Pre WW2","Live","No","No","No"
"1960","LM","Fine arts","Domestic","Historical","Live","Yes","No","No"
"1960","LM","Fine arts","Domestic","Present","Live","Yes","No","No"
"1960","LM","Fine arts","Domestic","Pre WW2","Live","Yes","No","No"
"1960","LM","Fine arts","Domestic","Present","Live","Yes","No","No"
"1960","LM","Theatre","Domestic","Present","Live","Yes","No","Yes"
"1960","LM","Theatre","Domestic","Present","Live","No","No","No"
"1960","LM","Film","Other","Present","Live","Yes","No","No"
"1960","LM","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"1960","LM","Theatre","Other Europe","Present","Live","Yes","No","No"
"1960","LM","Film","Domestic","Present","Recording","No","No","No"
"1960","LM","Film","Other Europe","Present","Recording","No","No","No"
"1960","LM","Theatre","Other Europe","Present","Live","Yes","Yes","No"
"1960","LM","Theatre","Domestic","Present","Live","No","No","No"
"1960","LM","Film","Other","Present","Live","No","No","No"
"1960","LM","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"1960","LM","Theatre","Domestic","Historical","Live","Yes","No","No"
"1960","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1960","LM","Theatre","Other Europe","Pre WW2","Live","No","No","No"
"1960","LM","Theatre","Domestic","Present","Live","No","No","No"
"1960","LM","Theatre","Domestic","Historical","Live","No","No","No"
"1960","LM","Classical music","Other Europe","Historical","Live","Yes","No","No"
"1960","LM","Film","Domestic","Present","Recording","No","No","Yes"
"1960","LM","Theatre","Domestic","Present","Live","Yes","No","No"
"1960","LM","Classical music","Other Europe","Pre WW2","Live","Yes","No","No"
"1960","LM","Classical music","Other Europe","Historical","Live","No","No","No"
"1960","LM","Theatre","Other Europe","Present","Live","No","No","No"
"1960","LM","Popular music","Other","Present","Live","No","No","No"
"1960","LM","Literature","Other","Present","Recording","Yes","No","No"
"1960","LM","Literature","Other Europe","Present","Recording","Yes","No","No"
"1960","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1960","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1960","LM","Theatre","Domestic","Present","Live","Yes","No","No"
"1960","LM","Theatre","Other Europe","Present","Live","Yes","No","No"
"1960","LM","Classical music","Domestic","Present","Live","Yes","No","No"
"1960","LM","Film","Domestic","Present","Recording","Yes","No","No"
"1960","LM","Popular music","Domestic","Present","Live","Yes","No","No"
"1960","LM","Film","Domestic","Present","Recording","No","No","No"
"1960","LM","Theatre","Domestic","Present","Live","No","No","No"
"1960","LM","Classical music","Other Europe","Historical","Live","No","No","No"
"1960","LM","Theatre","Other Europe","Present","Live","No","No","No"
"1960","LM","Theatre","Domestic","Present","Live","Yes","No","No"
"1960","LM","Classical music","Domestic","Pre WW2","Live","No","No","Yes"
"1970","LM","Theatre","Other Europe","Historical","Live","Yes","No","No"
"1970","LM","Other","Domestic","Present","Live","Yes","No","No"
"1970","LM","Other","Other","Pre WW2","Live","Yes","No","No"
"1970","LM","Popular music","Domestic","Present","Live","Yes","No","No"
"1970","LM","Literature","Domestic","Post WW2","Recording","No","No","Yes"
"1970","LM","Literature","Domestic","Present","Recording","Yes","No","Yes"
"1970","LM","Literature","Domestic","Present","Recording","Yes","No","Yes"
"1970","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","LM","Literature","Domestic","Present","Recording","No","No","No"
"1970","LM","Literature","Domestic","Post WW2","Recording","No","No","No"
"1970","LM","Literature","Domestic","Present","Recording","No","No","Yes"
"1970","LM","Literature","Other Europe","Present","Recording","Yes","No","Yes"
"1970","LM","Literature","Other Europe","Historical","Recording","No","No","No"
"1970","LM","Other","USA","Pre WW2","Recording","Yes","No","No"
"1970","LM","Literature","Other Europe","Present","Recording","Yes","No","No"
"1970","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","LM","Literature","Domestic","Present","Recording","Yes","No","No"
"1970","LM","Literature","Domestic","Present","Recording","Yes","No","Yes"
"1970","LM","Literature","Domestic","Present","Recording","No","No","No"
"1970","LM","Literature","Domestic","Present","Recording","No","No","No"
"1970","LM","Literature","Domestic","Present","Recording","No","No","No"
"1970","LM","Literature","Domestic","Present","Recording","No","No","No"
"1970","LM","Literature","Other Europe","Present","Recording","Yes","No","No"
"1970","LM","Literature","Other Europe","Present","Recording","No","No","No"
"1970","LM","Literature","Other","Present","Recording","No","No","No"
"1970","LM","Literature","Other Europe","Present","Recording","No","No","No"
